,Object,Epoch (TDB),TP (TDB),e,i (deg),w (deg),Node (deg),q (AU),Q (AU),P (yr),MOID (AU),A1 (AU/d^2),A2 (AU/d^2),A3 (AU/d^2),DT (d),ref,Object_name
33,73P/Schwassmann-Wachmann 3-L,53839.0,2453894.829,0.694735675,11.398712800000002,198.74759440000003,69.93678268,0.9390893943999999,5.21,5.4,0.040654,0.040654,0.040654,0.040654,0.040654,7,73P/Schwassmann-Wachmann 3-L
34,73P/Schwassmann-Wachmann 3-M,53839.0,2453894.7569999998,0.6939409383,11.39436144,198.7775561,69.90530158,0.9390968147,5.2,5.37,0.040589,0.040589,0.040589,0.040589,0.040589,11,73P/Schwassmann-Wachmann 3-M
35,73P/Schwassmann-Wachmann 3-N,53839.0,2453894.77,0.6922889938,11.38094121,198.7643511,69.89730281,0.9392543584,5.17,5.33,0.040527,0.040527,0.040527,0.040527,0.040527,14,73P/Schwassmann-Wachmann 3-N
36,73P/Schwassmann-Wachmann 3-P,53839.0,2453894.353,0.6955758994,11.40542193,198.7241361,69.9561999,0.9391591394,5.23,5.42,0.04065,0.04065,0.04065,0.04065,0.04065,7,73P/Schwassmann-Wachmann 3-P
37,73P/Schwassmann-Wachmann 3-Q,53839.0,2453894.179,0.6986472443999999,11.419358099999998,198.4951922,70.13788751,0.9397157482999999,5.3,5.51,0.040746,0.040746,0.040746,0.040746,0.040746,3,73P/Schwassmann-Wachmann 3-Q
38,73P/Schwassmann-Wachmann 3-R,53839.0,2453894.68,0.6940882133,11.3947263,198.7697021,69.91308584,0.9391315473,5.2,5.38,0.04058,0.04058,0.04058,0.04058,0.04058,15,73P/Schwassmann-Wachmann 3-R
39,73P/Schwassmann-Wachmann 3-S,53839.0,2453895.26,0.6933582331999999,11.04818134,181.5621916,81.99161507,1.022366578,5.65,6.09,0.0073549999999999996,0.0073549999999999996,0.0073549999999999996,0.0073549999999999996,0.0073549999999999996,2,73P/Schwassmann-Wachmann 3-S
40,73P/Schwassmann-Wachmann 3-T,53839.0,2453895.2,0.7119324141,11.51229958,198.1833801,70.47600442,0.9393187761,5.58,5.89,0.041618,0.041618,0.041618,0.041618,0.041618,5,73P/Schwassmann-Wachmann 3-T
41,73P/Schwassmann-Wachmann 3-U,53839.0,2453895.536,0.6893974587999999,11.35982065,198.8353865,69.83271992,0.9393903294,5.11,5.26,0.040297,0.040297,0.040297,0.040297,0.040297,2,73P/Schwassmann-Wachmann 3-U
42,73P/Schwassmann-Wachmann 3-V,53839.0,2453894.977,0.6934869706,11.65182376,204.9294792,65.24678693,0.9122067361,5.04,5.13,0.043636,0.043636,0.043636,0.043636,0.043636,2,73P/Schwassmann-Wachmann 3-V
43,73P/Schwassmann-Wachmann 3-W,53839.0,2453894.97,0.6975732498,11.41831799,198.6608054,70.01698507,0.9391250326,5.27,5.47,0.040799,0.040799,0.040799,0.040799,0.040799,3,73P/Schwassmann-Wachmann 3-W
44,73P/Schwassmann-Wachmann 3-X,53839.0,2453895.055,0.6947512887999999,11.39938737,198.7509795,69.92862059,0.9390826998,5.21,5.4,0.040651,0.040651,0.040651,0.040651,0.040651,7,73P/Schwassmann-Wachmann 3-X
45,73P/Schwassmann-Wachmann 3-Y,53839.0,2453895.095,0.7195023037,11.56184126,197.9700547,70.66913935,0.9391657408,5.76,6.13,0.042145,0.042145,0.042145,0.042145,0.042145,3,73P/Schwassmann-Wachmann 3-Y
46,73P/Schwassmann-Wachmann 3-Z,53839.0,2453894.809,0.6933582331999999,11.34947201,198.01614630000003,70.49401081,0.9420391540999999,5.2,5.38,0.040223,0.040223,0.040223,0.040223,0.040223,2,73P/Schwassmann-Wachmann 3-Z
47,73P/Schwassmann-Wachmann 3-AA,53839.0,2453895.6659999997,0.6806338789,11.29506494,199.10793950000001,69.57271647,0.9392845342,4.94,5.04,0.039837,0.039837,0.039837,0.039837,0.039837,3,73P/Schwassmann-Wachmann 3-AA
48,73P/Schwassmann-Wachmann 3-AB,53856.0,2453895.214,0.6912468087,11.37319386,198.8169658,69.85894301,0.9391663283,5.14,5.31,0.040615,0.040615,0.040615,0.040615,0.040615,4,73P/Schwassmann-Wachmann 3-AB
49,73P/Schwassmann-Wachmann 3-AC,53856.0,2453895.1780000003,0.6953671145999999,11.40528019,198.7526383,69.93380114,0.9390452533,5.23,5.41,0.040806999999999996,0.040806999999999996,0.040806999999999996,0.040806999999999996,0.040806999999999996,5,73P/Schwassmann-Wachmann 3-AC
50,73P/Schwassmann-Wachmann 3-AD,53839.0,2453895.179,0.6933582331999999,11.36836584,198.37132340000002,70.21921728,0.9407073595000001,5.19,5.37,0.040376,0.040376,0.040376,0.040376,0.040376,2,73P/Schwassmann-Wachmann 3-AD
51,73P/Schwassmann-Wachmann 3-AE,53839.0,2453894.826,0.6967256567,11.41469069,198.70814230000002,69.9723223,0.939051181,5.25,5.45,0.040753,0.040753,0.040753,0.040753,0.040753,5,73P/Schwassmann-Wachmann 3-AE
52,73P/Schwassmann-Wachmann 3-AF,53839.0,2453893.514,0.6762990181999999,11.23973276,198.71639030000003,69.84971350000001,0.9411849123,4.87,4.96,0.039428,0.039428,0.039428,0.039428,0.039428,1,73P/Schwassmann-Wachmann 3-AF
53,73P/Schwassmann-Wachmann 3-AG,53839.0,2453895.498,0.6957811465000001,11.40758964,198.70529430000002,69.95896614,0.9390392448999999,5.23,5.42,0.040779,0.040779,0.040779,0.040779,0.040779,4,73P/Schwassmann-Wachmann 3-AG
54,73P/Schwassmann-Wachmann 3-AH,53839.0,2453895.13,0.6933582331999999,11.33063244,197.7396254,70.70742061,0.9429866147,5.21,5.39,0.040154,0.040154,0.040154,0.040154,0.040154,3,73P/Schwassmann-Wachmann 3-AH
55,73P/Schwassmann-Wachmann 3-AI,53836.0,2453895.2,0.6982511274,11.43065377,198.7294365,69.97109124,0.9388880723999999,5.28,5.49,0.04071,0.04071,0.04071,0.04071,0.04071,4,73P/Schwassmann-Wachmann 3-AI
56,73P/Schwassmann-Wachmann 3-AJ,53839.0,2453894.511,0.8001952857,12.14931754,196.7656541,72.0622749,0.936080103,8.43,10.14,0.046608,0.046608,0.046608,0.046608,0.046608,2,73P/Schwassmann-Wachmann 3-AJ
57,73P/Schwassmann-Wachmann 3-AK,53839.0,2453894.883,0.6933582331999999,11.42949727,199.32569809999998,69.37619102,0.9377052113,5.18,5.35,0.040319,0.040319,0.040319,0.040319,0.040319,3,73P/Schwassmann-Wachmann 3-AK
58,73P/Schwassmann-Wachmann 3-AL,53839.0,2453894.906,0.6998428234999999,11.44393328,198.7225549,69.97977383,0.9387685839,5.32,5.53,0.040892000000000005,0.040892000000000005,0.040892000000000005,0.040892000000000005,0.040892000000000005,2,73P/Schwassmann-Wachmann 3-AL
59,73P/Schwassmann-Wachmann 3-AM,53839.0,2453894.701,0.6933582331999999,11.54419805,201.08859640000003,68.11933346,0.9309371637,5.14,5.29,0.04092,0.04092,0.04092,0.04092,0.04092,1,73P/Schwassmann-Wachmann 3-AM
60,73P/Schwassmann-Wachmann 3-AN,53839.0,2453894.816,0.6947569553,11.40514157,198.80119530000002,69.89155967,0.9389973237,5.21,5.4,0.040601,0.040601,0.040601,0.040601,0.040601,4,73P/Schwassmann-Wachmann 3-AN
61,73P/Schwassmann-Wachmann 3-AO,53839.0,2453894.351,0.6937687739,11.32588494,198.1671916,70.388797,0.9407501623000001,5.2,5.38,0.040747000000000005,0.040747000000000005,0.040747000000000005,0.040747000000000005,0.040747000000000005,3,73P/Schwassmann-Wachmann 3-AO
62,73P/Schwassmann-Wachmann 3-AP,53856.0,2453893.11,0.7014300924,11.46590929,198.74262050000002,69.9669785,0.9387454286,5.35,5.58,0.040996,0.040996,0.040996,0.040996,0.040996,8,73P/Schwassmann-Wachmann 3-AP
63,73P/Schwassmann-Wachmann 3-AQ,53856.0,2453894.4,0.6959119088,11.41369562,198.77131640000002,69.92072504,0.9390064365,5.24,5.43,0.04079,0.04079,0.04079,0.04079,0.04079,9,73P/Schwassmann-Wachmann 3-AQ
64,73P/Schwassmann-Wachmann 3-AR,53839.0,2453893.3109999998,0.695799013,11.40652255,198.7098466,69.96630168,0.9392047604000001,5.24,5.43,0.040648000000000004,0.040648000000000004,0.040648000000000004,0.040648000000000004,0.040648000000000004,2,73P/Schwassmann-Wachmann 3-AR
65,73P/Schwassmann-Wachmann 3-AS,53852.0,2453892.7630000003,0.7009701053,11.46096714,198.7247614,69.97402026,0.93882735,5.34,5.56,0.041109,0.041109,0.041109,0.041109,0.041109,6,73P/Schwassmann-Wachmann 3-AS
66,73P/Schwassmann-Wachmann 3-AT,53839.0,2453892.789,0.6869322275,11.33462061,198.8104065,69.84813048,0.9396287904,5.06,5.2,0.040208,0.040208,0.040208,0.040208,0.040208,2,73P/Schwassmann-Wachmann 3-AT
67,73P/Schwassmann-Wachmann 3-AU,53839.0,2453894.598,0.6928223535,11.38220585,198.7583062,69.91454526,0.9392979588,5.18,5.35,0.040499,0.040499,0.040499,0.040499,0.040499,1,73P/Schwassmann-Wachmann 3-AU
68,73P/Schwassmann-Wachmann 3-AV,53839.0,2453892.996,0.6933582331999999,11.3951153,198.8335456,69.88524741,0.9390242876,5.19,5.36,0.040526,0.040526,0.040526,0.040526,0.040526,1,73P/Schwassmann-Wachmann 3-AV
69,73P/Schwassmann-Wachmann 3-AW,53839.0,2453894.409,0.6773014639,11.23959642,198.83397380000002,69.79453062,0.9402577564,4.89,4.97,0.039791,0.039791,0.039791,0.039791,0.039791,2,73P/Schwassmann-Wachmann 3-AW
70,73P/Schwassmann-Wachmann 3-AX,53839.0,2453895.999,0.6924701264,11.42778528,199.25127030000002,69.46695211,0.9380095395999999,5.16,5.33,0.040309,0.040309,0.040309,0.040309,0.040309,1,73P/Schwassmann-Wachmann 3-AX
71,73P/Schwassmann-Wachmann 3-AY,53839.0,2453895.402,0.675089956,11.22586964,198.9220318,69.71151968,0.9401934034999999,4.85,4.92,0.039663,0.039663,0.039663,0.039663,0.039663,2,73P/Schwassmann-Wachmann 3-AY
72,73P/Schwassmann-Wachmann 3-AZ,53839.0,2453893.205,0.6750699862,11.22070941,198.86703889999998,69.76425986,0.9403177776,4.85,4.92,0.039697,0.039697,0.039697,0.039697,0.039697,1,73P/Schwassmann-Wachmann 3-AZ
73,73P/Schwassmann-Wachmann 3-BA,53839.0,2453893.044,0.6824329214,11.27075096,198.6920226,69.9209975,0.9402477901999999,4.98,5.09,0.040053,0.040053,0.040053,0.040053,0.040053,1,73P/Schwassmann-Wachmann 3-BA
74,73P/Schwassmann-Wachmann 3-BB,53839.0,2453893.591,0.6824329214,11.19018461,197.928567,70.47094006,0.942420571,4.99,5.11,0.040143,0.040143,0.040143,0.040143,0.040143,1,73P/Schwassmann-Wachmann 3-BB
75,73P/Schwassmann-Wachmann 3-BC,53856.0,2453893.107,0.7004675151,11.45870615,198.74613269999998,69.95554651,0.9388074048999999,5.33,5.55,0.040954000000000004,0.040954000000000004,0.040954000000000004,0.040954000000000004,0.040954000000000004,7,73P/Schwassmann-Wachmann 3-BC
76,73P/Schwassmann-Wachmann 3-BD,53839.0,2453892.675,0.6824392137,10.97454826,196.463131,71.41848297,0.9461555836,5.01,5.14,0.040389,0.040389,0.040389,0.040389,0.040389,1,73P/Schwassmann-Wachmann 3-BD
77,73P/Schwassmann-Wachmann 3-BE,53839.0,2453893.475,0.6824392137,11.3165548,199.00413369999998,69.69353535,0.9394213409000001,4.98,5.09,0.039983,0.039983,0.039983,0.039983,0.039983,1,73P/Schwassmann-Wachmann 3-BE
78,73P/Schwassmann-Wachmann 3-BF,53856.0,2453893.5640000002,0.6856738995,11.32197626,198.80979950000003,69.83455705,0.9395742939,5.04,5.17,0.040397,0.040397,0.040397,0.040397,0.040397,2,73P/Schwassmann-Wachmann 3-BF
79,73P/Schwassmann-Wachmann 3-BG,53839.0,2453895.307,0.6847548055,11.32450054,198.9548257,69.72079452,0.9393418344,5.02,5.14,0.040107,0.040107,0.040107,0.040107,0.040107,1,73P/Schwassmann-Wachmann 3-BG
80,73P/Schwassmann-Wachmann 3-BH,53839.0,2453895.153,0.6824392137,11.28940623,198.8380688,69.80392621,0.9398162468000001,4.98,5.09,0.040047,0.040047,0.040047,0.040047,0.040047,1,73P/Schwassmann-Wachmann 3-BH
81,73P/Schwassmann-Wachmann 3-BI,53856.0,2453895.226,0.6824626795000001,11.30045753,198.91279740000002,69.75258615,0.9397650973999999,4.98,5.09,0.040062,0.040062,0.040062,0.040062,0.040062,3,73P/Schwassmann-Wachmann 3-BI
82,73P/Schwassmann-Wachmann 3-BJ,53839.0,2453895.1859999998,0.6910944882,11.37022892,198.7979116,69.87876452,0.9392529208,5.14,5.3,0.040461000000000004,0.040461000000000004,0.040461000000000004,0.040461000000000004,0.040461000000000004,2,73P/Schwassmann-Wachmann 3-BJ
83,73P/Schwassmann-Wachmann 3-BK,53839.0,2453895.397,0.6915428054,11.37077721,198.775388,69.89745388,0.9392666356999999,5.15,5.31,0.040494,0.040494,0.040494,0.040494,0.040494,2,73P/Schwassmann-Wachmann 3-BK
84,73P/Schwassmann-Wachmann 3-BL,53839.0,2453895.363,0.6962237189,11.409361500000001,198.6994292,69.97335799,0.9390996615,5.24,5.44,0.040742,0.040742,0.040742,0.040742,0.040742,2,73P/Schwassmann-Wachmann 3-BL
85,73P/Schwassmann-Wachmann 3-BM,53839.0,2453895.516,0.6824392137,11.29433257,198.861349,69.7755882,0.9397568629,4.98,5.09,0.040041,0.040041,0.040041,0.040041,0.040041,1,73P/Schwassmann-Wachmann 3-BM
86,73P/Schwassmann-Wachmann 3-BN,53856.0,2453894.712,0.6917715065000001,11.37744926,198.7947706,69.88153448,0.9391857445999999,5.15,5.32,0.040649,0.040649,0.040649,0.040649,0.040649,3,73P/Schwassmann-Wachmann 3-BN
